"date","Air Temp ˚F","Precipitation (inches)","Relative Humidity (%)","Leaf Wetness (minutes)","Solar Radiation (langleys)","Wind Speed (mph)","Wind Direction (degrees)"
"01/04/2019 01:00","30.9","0","90","0","0","4.2","255"
"01/04/2019 02:00","31.6","0","91","0","0","5.8","255"
"01/04/2019 03:00","32","0","91","0","0","5.1","243"
"01/04/2019 04:00","32.7","0","91","0","0","7.2","248"
"01/04/2019 05:00","32.2","0","90","0","0","2.2","238"
"01/04/2019 06:00","30.7","0","93","0","0","2.9","247"
"01/04/2019 07:00","30.3","0","94","0","0","1.8","247"
"01/04/2019 08:00","32.7","0","90","0","0","2.7","244"
"01/04/2019 09:00","31.5","0","92","0","6","2.8","292"
"01/04/2019 10:00","34","0","90","0","11","0.2","225"
"01/04/2019 11:00","37.3","0","80","0","17","9.9","220"
"01/04/2019 12:00","37.7","0","80","0","15","6.5","205"
"01/04/2019 13:00","39.6","0","77","0","14","0.6","315"
"01/04/2019 14:00","39.2","0","77","0","10","2.7","202"
"01/04/2019 15:00","39","1.18","78","0","8","5.2","292"
"01/04/2019 16:00","38.1","0","79","0","5","0.3","119"
"01/04/2019 17:00","39.7","0","70","0","2","8.2","251"
"01/04/2019 18:00","37.5","0","75","0","0","1.5","149"
"01/04/2019 19:00","34.7","0","86","0","0","1.5","315"
"01/04/2019 20:00","35.5","0","88","0","0","1.5","180"
"01/04/2019 21:00","36.1","0","90","0","0","0.9","180"
"01/04/2019 22:00","37.2","0.01","93","26","0","2.2","121"
"01/04/2019 23:00","35.6","0.02","98","60","0","0","202"
"01/05/2019 00:00","35.7","0.11","98","60","0","0.3","270"
"01/05/2019 01:00","36.6","0.21","99","60","0","4.3","93"
"01/05/2019 02:00","36.4","0.03","100","60","0","5","67"
"01/05/2019 03:00","36.6","0.08","100","60","0","4","67"
"01/05/2019 04:00","36.7","0","100","60","0","2.3","67"
"01/05/2019 05:00","36.5","0.01","100","60","0","3","67"
"01/05/2019 06:00","36.7","0.03","100","60","0","3.5","67"
"01/05/2019 07:00","37","0.06","100","60","0","1.1","67"
"01/05/2019 08:00","37.2","0.04","100","60","0","0","67"
"01/05/2019 09:00","38.1","0.01","100","60","3","0.5","292"
"01/05/2019 10:00","39.2","0.02","100","60","5","2.5","292"
"01/05/2019 11:00","40.7","0.04","100","60","4","5.1","270"
"01/05/2019 12:00","42.1","0.02","100","11","6","4.1","292"
"01/05/2019 13:00","45.5","0.01","99","0","24","3.1","360"
"01/05/2019 14:00","49.3","0","84","0","35","9.7","274"
"01/05/2019 15:00","50","0","73","0","26","11.9","295"
"01/05/2019 16:00","49.2","0","66","0","17","10.7","291"
"01/05/2019 17:00","47.2","0","67","0","4","8.3","281"
"01/05/2019 18:00","44.5","0","74","0","0","9.5","270"
"01/05/2019 19:00","42.3","0","78","0","0","6.6","264"
"01/05/2019 20:00","41.5","0","81","0","0","5.4","270"
"01/05/2019 21:00","39.8","0","84","0","0","2.2","202"
"01/05/2019 22:00","40.8","0","85","0","0","5.4","225"
"01/05/2019 23:00","41.6","0","82","0","0","7.7","235"
"01/06/2019 00:00","42.3","0","82","0","0","10","240"
"01/06/2019 01:00","42.7","0","82","0","0","11.5","242"
"01/06/2019 02:00","42.7","0","83","0","0","15.7","271"
"01/06/2019 03:00","42.9","0","83","0","0","14.2","276"
"01/06/2019 04:00","42.6","0","84","0","0","11","273"
"01/06/2019 05:00","42.3","0","84","0","0","10.7","286"
"01/06/2019 06:00","41.7","0","83","0","0","12.8","298"
"01/06/2019 07:00","41","0","84","0","0","15.4","294"
"01/06/2019 08:00","40.5","0","81","0","0","15.2","292"
"01/06/2019 09:00","39.8","0","79","0","3","11.9","305"
"01/06/2019 10:00","39.7","0","78","0","7","9.2","286"
"01/06/2019 11:00","38.8","0","72","0","10","13.3","291"
"01/06/2019 12:00","39.6","0","68","0","26","13.4","314"
"01/06/2019 13:00","40.3","0","62","0","31","12","331"
"01/06/2019 14:00","40.7","0","59","0","30","15","294"
"01/06/2019 15:00","41.2","0","58","0","30","13.3","296"
"01/06/2019 16:00","40.3","0","57","0","18","13.1","301"
"01/06/2019 17:00","37.8","0","60","0","5","7.5","324"
"01/06/2019 18:00","35.4","0","63","0","0","3.9","311"
"01/06/2019 19:00","34","0","65","0","0","2.9","330"
"01/06/2019 20:00","32.4","0","68","0","0","2.2","325"
"01/06/2019 21:00","31.4","0","71","0","0","4.6","318"
"01/06/2019 22:00","29.3","0","74","0","0","2.8","244"
"01/06/2019 23:00","29.2","0","76","0","0","3","292"
"01/07/2019 00:00","26.7","0","80","0","0","1.7","225"
"01/07/2019 01:00","25.1","0","84","0","0","0.8","180"
"01/07/2019 02:00","23.8","0","87","0","0","0","45"
"01/07/2019 03:00","23.3","0","89","0","0","0","45"
"01/07/2019 04:00","23.7","0","88","0","0","2.6","67"
"01/07/2019 05:00","24.8","0","83","0","0","3","90"
"01/07/2019 06:00","24.1","0","84","0","0","5.3","90"
"01/07/2019 07:00","24.6","0","85","0","0","3.4","67"
"01/07/2019 08:00","24.9","0","83","0","0","7","67"
"01/07/2019 09:00","25.5","0","84","0","2","6.5","67"
"01/07/2019 10:00","27","0","80","0","8","4.2","57"
"01/07/2019 11:00","28.4","0","64","0","9","3.5","67"
"01/07/2019 12:00","27.7","0","63","0","4","4.8","110"
"01/07/2019 13:00","26.3","0","74","0","5","1.8","64"
"01/07/2019 14:00","27.3","0","69","0","9","4.6","49"
"01/07/2019 15:00","27.8","0","67","0","9","4.1","80"
"01/07/2019 16:00","28.1","0","67","0","5","3.3","284"
"01/07/2019 17:00","27.9","0","66","0","1","3.5","189"
"01/07/2019 18:00","28.1","0","67","0","0","4.8","91"
"01/07/2019 19:00","28.7","0","66","0","0","6.4","159"
"01/07/2019 20:00","29.4","0","67","0","0","5","359"
"01/07/2019 21:00","30.5","0","69","0","0","6.9","134"
"01/07/2019 22:00","30.3","0","82","0","0","6","156"
"01/07/2019 23:00","30.3","0","88","0","0","5.5","271"
"01/08/2019 00:00","30.7","0","90","0","0","5.3","195"
"01/08/2019 01:00","31.1","0","91","0","0","10.9","164"
"01/08/2019 02:00","31.9","0","91","7","0","9.6","189"
"01/08/2019 03:00","32.6","0","91","14","0","6.7","216"
"01/08/2019 04:00","32.7","0","92","11","0","7.7","120"
"01/08/2019 05:00","32.8","0","92","7","0","8.4","266"
"01/08/2019 06:00","33.9","0","92","60","0","7.7","264"
"01/08/2019 07:00","35.2","0","91","60","0","11.5","262"
"01/08/2019 08:00","35.7","0.01","90","60","0","8.8","249"
"01/08/2019 09:00","34","0","93","59","2","4.9","292"
"01/08/2019 10:00","34.7","0","94","0","7","4.6","25"
"01/08/2019 11:00","35.4","0","97","57","11","3.7","45"
"01/08/2019 12:00","39.1","0","95","60","21","4.2","289"
"01/08/2019 13:00","37.9","0.03","94","60","4","6.3","277"
"01/08/2019 14:00","41.8","0.01","94","54","22","10.3","260"
"01/08/2019 15:00","43.9","0","91","0","27","11.9","246"
"01/08/2019 16:00","44.7","0","89","0","16","6.2","300"
"01/08/2019 17:00","43.2","0","90","0","5","2.1","162"
"01/08/2019 18:00","36.8","0","97","0","0","2.3","164"
"01/08/2019 19:00","39.2","0.09","100","27","0","2.8","135"
"01/08/2019 20:00","42.1","0.11","100","60","0","4.8","212"
"01/08/2019 21:00","47.2","0","93","49","0","9.5","246"
"01/08/2019 22:00","43.1","0.02","94","55","0","7.9","253"
"01/08/2019 23:00","42.2","0.02","91","41","0","19.4","273"
"01/09/2019 00:00","40.9","0","85","0","0","22.3","285"
"01/09/2019 01:00","39.5","0","74","0","0","19.4","283"
"01/09/2019 02:00","38.2","0","76","0","0","15.6","298"
"01/09/2019 03:00","37.3","0","70","0","0","14.3","294"
"01/09/2019 04:00","36.3","0","73","0","0","12.5","270"
"01/09/2019 05:00","36.6","0","70","0","0","14.2","271"
"01/09/2019 06:00","35.2","0","79","0","0","12.5","286"
"01/09/2019 07:00","34.3","0","78","0","0","14.2","287"
"01/09/2019 08:00","33.6","0","76","0","0","10.9","298"
"01/09/2019 09:00","33.5","0","75","0","4","11","299"
"01/09/2019 10:00","33.6","0","72","0","11","11.2","319"
"01/09/2019 11:00","33.7","0","74","0","15","11.5","300"
"01/09/2019 12:00","34.6","0","72","0","29","14.6","289"
"01/09/2019 13:00","34.1","0","70","0","24","16","290"
"01/09/2019 14:00","30.9","0","83","0","10","11.8","296"
"01/09/2019 15:00","30.9","0","80","0","9","13.9","282"
"01/09/2019 16:00","29.3","0","80","0","6","13.3","299"
"01/09/2019 17:00","27.8","0","77","0","2","15.2","302"
"01/09/2019 18:00","26.8","0","78","0","0","12.3","316"
"01/09/2019 19:00","26.5","0","74","0","0","10.7","318"
"01/09/2019 20:00","25.4","0","72","0","0","12.7","296"
"01/09/2019 21:00","24.8","0","73","0","0","11.6","291"
"01/09/2019 22:00","24","0","79","0","0","14.4","284"
"01/09/2019 23:00","24.4","0","76","0","0","13.7","270"
"01/10/2019 00:00","24.1","0","76","0","0","15.7","303"
"01/10/2019 01:00","24.1","0","77","0","0","16.2","271"
"01/10/2019 02:00","24.1","0","78","0","0","14.6","271"
"01/10/2019 03:00","24.3","0","80","0","0","14.9","286"
"01/10/2019 04:00","24.5","0","80","0","0","13.8","268"
"01/10/2019 05:00","24.1","0","82","0","0","11.4","276"
"01/10/2019 06:00","24.1","0","84","0","0","15.1","279"
"01/10/2019 07:00","23.5","0","88","0","0","15.2","285"
"01/10/2019 08:00","24.2","0","81","0","0","15.2","287"
"01/10/2019 09:00","24.4","0","80","0","5","12.7","282"
"01/10/2019 10:00","25.1","0","78","0","12","15.4","276"
"01/10/2019 11:00","25.3","0","77","0","14","15.7","308"
"01/10/2019 12:00","25.3","0","76","0","11","18.4","295"
"01/10/2019 13:00","26","0","76","0","16","14.9","307"
"01/10/2019 14:00","26.2","0","73","0","14","16.1","289"
"01/10/2019 15:00","26.3","0","73","0","15","15.5","296"
"01/10/2019 16:00","25.1","0","74","0","6","14.7","317"
"01/10/2019 17:00","24.5","0","76","0","1","13","286"
"01/10/2019 18:00","23.8","0","75","0","0","15.8","285"
"01/10/2019 19:00","23","0","74","0","0","16","296"
"01/10/2019 20:00","22.3","0","78","0","0","17.4","286"
"01/10/2019 21:00","22","0","78","0","0","16","290"
"01/10/2019 22:00","22","0","78","0","0","17.4","325"
"01/10/2019 23:00","22","0","80","0","0","15.1","293"
"01/11/2019 00:00","22","0","79","0","0","13.2","299"
"01/11/2019 01:00","21.8","0","79","0","0","9.3","302"
"01/11/2019 02:00","21.2","0","80","0","0","10.2","305"
"01/11/2019 03:00","20.3","0","76","0","0","13.3","294"
"01/11/2019 04:00","20.1","0","77","0","0","10","305"
"01/11/2019 05:00","20.3","0","76","0","0","11.8","307"
"01/11/2019 06:00","19.7","0","78","0","0","10.4","294"
"01/11/2019 07:00","19.5","0","76","0","0","11","293"
"01/11/2019 08:00","19.4","0","77","0","0","11.1","296"
"01/11/2019 09:00","20.6","0","75","0","6","12.1","304"
"01/11/2019 10:00","22.1","0","71","0","23","8.8","309"
"01/11/2019 11:00","24","0","64","0","35","8.9","288"
"01/11/2019 12:00","25.7","0","59","0","41","10.8","329"
"01/11/2019 13:00","27.4","0","54","0","42","10.5","323"
"01/11/2019 14:00","28.4","0","50","0","38","9.6","334"
"01/11/2019 15:00","29.9","0","46","0","30","7.9","311"
"01/11/2019 16:00","29.1","0","45","0","18","8.7","291"
"01/11/2019 17:00","27.5","0","47","0","6","5.5","292"
"01/11/2019 18:00","23.3","0","59","0","0","2.4","202"
"01/11/2019 19:00","22","0","63","0","0","2.5","180"
"01/11/2019 20:00","21.4","0","65","0","0","0.9","180"
"01/11/2019 21:00","18.6","0","74","0","0","0","180"
"01/11/2019 22:00","18","0","80","0","0","0","180"
"01/11/2019 23:00","16.7","0","83","0","0","0.2","180"
"01/12/2019 00:00","15.8","0","85","0","0","0","180"
"01/12/2019 01:00","14.5","0","88","0","0","0","180"
"01/12/2019 02:00","13.9","0","90","0","0","0.8","112"
"01/12/2019 03:00","13.9","0","92","0","0","0","112"
"01/12/2019 04:00","13.4","0","94","0","0","1.4","112"
"01/12/2019 05:00","13.5","0","93","0","0","0.6","112"
"01/12/2019 06:00","13","0","94","0","0","0","225"
"01/12/2019 07:00","13","0","94","0","0","0","225"
"01/12/2019 08:00","15.6","0","94","0","0","1","90"
"01/12/2019 09:00","17.7","0","90","0","6","6","68"
"01/12/2019 10:00","20.1","0","81","0","12","7.7","67"
"01/12/2019 11:00","22.6","0","77","0","19","6.9","50"
"01/12/2019 12:00","25.2","0","71","0","23","6.3","67"
"01/12/2019 13:00","28.5","0","56","0","24","4.4","151"
"01/12/2019 14:00","28.8","0","53","0","21","4","45"
"01/12/2019 15:00","28.7","0","53","0","14","3.1","83"
"01/12/2019 16:00","28.2","0","54","0","6","2.2","115"
"01/12/2019 17:00","27.3","0","56","0","2","2.1","121"
"01/12/2019 18:00","26.9","0","57","0","0","6.7","149"
"01/12/2019 19:00","26.2","0","63","0","0","6.9","195"
"01/12/2019 20:00","24.3","0","80","0","0","2.9","117"
"01/12/2019 21:00","23.3","0","89","0","0","2.7","112"
"01/12/2019 22:00","23.3","0","93","0","0","7.8","67"
"01/12/2019 23:00","23.1","0","96","0","0","5.3","67"
"01/13/2019 00:00","23.4","0","97","0","0","4.4","67"
"01/13/2019 01:00","23.6","0","97","0","0","6.4","67"
"01/13/2019 02:00","23.1","0","98","0","0","8.7","45"
"01/13/2019 03:00","22.8","0","98","0","0","9.2","67"
"01/13/2019 04:00","22.6","0","98","0","0","8.4","76"
"01/13/2019 05:00","22.7","0","99","0","0","6.7","67"
"01/13/2019 06:00","22.9","0","99","0","0","5.3","69"
"01/13/2019 07:00","23.1","0","99","0","0","7.6","67"
"01/13/2019 08:00","22.8","0","98","0","0","7.5","77"
"01/13/2019 09:00","22.5","0","97","0","2","9","69"
"01/13/2019 10:00","22.8","0","97","0","6","10.1","67"
"01/13/2019 11:00","23.2","0","96","0","12","11.8","67"
"01/13/2019 12:00","23.7","0","94","0","13","11.8","67"
"01/13/2019 13:00","24.2","0","93","0","12","9.3","67"
"01/13/2019 14:00","25","0","91","0","12","8.7","67"
"01/13/2019 15:00","25.1","0","90","0","7","8.6","69"
"01/13/2019 16:00","25.7","0","87","0","5","8.1","67"
"01/13/2019 17:00","25.4","0","88","0","2","6.3","67"
"01/13/2019 18:00","25.1","0","91","0","0","0.7","45"
"01/13/2019 19:00","24.6","0","93","0","0","0","45"
"01/13/2019 20:00","24.1","0","93","0","0","0","45"
"01/13/2019 21:00","24.6","0","95","0","0","0","45"
"01/13/2019 22:00","24.6","0","95","0","0","0","45"
"01/13/2019 23:00","24.3","0","95","0","0","0.3","45"
"01/14/2019 00:00","23.8","0","79","0","0","3.6","74"
"01/14/2019 01:00","23.1","0","74","0","0","2.5","67"
"01/14/2019 02:00","22.6","0","72","0","0","2.8","90"
"01/14/2019 03:00","20.9","0","73","0","0","3.7","67"
"01/14/2019 04:00","17.3","0","83","0","0","1.6","112"
"01/14/2019 05:00","13.8","0","88","0","0","0","112"
"01/14/2019 06:00","13.2","0","91","0","0","0.1","157"
"01/14/2019 07:00","10.9","0","92","0","0","0","157"
"01/14/2019 08:00","7.1","0","93","0","0","0","135"
"01/14/2019 09:00","8","0","96","0","7","0","135"
"01/14/2019 10:00","22.7","0","91","0","26","0.2","133"
"01/14/2019 11:00","24.7","0","73","0","37","0","45"
"01/14/2019 12:00","29.6","0","57","0","43","1","22"
"01/14/2019 13:00","37.6","0.03","52","0","44","0.2","337"
"01/14/2019 14:00","33.1","0.01","48","0","41","2.1","273"
"01/14/2019 15:00","33.7","0","50","0","32","2.3","225"
"01/14/2019 16:00","34.2","0.01","55","0","20","2.5","157"
"01/14/2019 17:00","28.5","0","66","0","7","2.9","157"
"01/14/2019 18:00","24.9","0","76","0","0","1.9","157"
"01/14/2019 19:00","20.8","0","83","0","0","0.4","157"
"01/14/2019 20:00","19.5","0","85","0","0","0.1","157"
"01/14/2019 21:00","19.6","0","88","0","0","0.4","225"
"01/14/2019 22:00","18.5","0","90","0","0","0.4","292"
"01/14/2019 23:00","18.1","0","91","0","0","0","247"
"01/15/2019 00:00","24.8","0","84","0","0","6.1","247"
"01/15/2019 01:00","23.4","0","83","0","0","1.9","202"
"01/15/2019 02:00","21.1","0","88","0","0","3.3","247"
"01/15/2019 03:00","22.9","0","91","0","0","4","233"
"01/15/2019 04:00","24.8","0","92","0","0","9.8","289"
"01/15/2019 05:00","25.1","0","90","0","0","5.6","270"
"01/15/2019 06:00","25.3","0","87","0","0","8.9","281"
"01/15/2019 07:00","25.1","0","85","0","0","6.4","284"
"01/15/2019 08:00","25.1","0","85","0","0","6.6","314"
"01/15/2019 09:00","25.6","0","85","0","5","6.4","308"
"01/15/2019 10:00","26","0","82","0","11","9.2","288"
"01/15/2019 11:00","27.2","0","79","0","17","8.7","303"
"01/15/2019 12:00","27.6","0","77","0","18","8.6","296"
"01/15/2019 13:00","28.1","0","75","0","32","8.9","300"
"01/15/2019 14:00","29.4","0","75","0","37","8.2","324"
"01/15/2019 15:00","28.9","0","72","0","26","8.7","257"
"01/15/2019 16:00","29.5","0","71","0","21","7","261"
"01/15/2019 17:00","28.2","0","73","0","5","5.1","225"
"01/15/2019 18:00","26.7","0","78","0","0","5.8","247"
"01/15/2019 19:00","25.5","0","83","0","0","3.4","225"
"01/15/2019 20:00","26.1","0","83","0","0","4.2","219"
"01/15/2019 21:00","28","0","82","0","0","5.2","229"
"01/15/2019 22:00","28.1","0","84","0","0","8.2","247"
"01/15/2019 23:00","28.1","0","85","0","0","8.4","257"
"01/16/2019 00:00","28","0","87","0","0","8.2","248"
"01/16/2019 01:00","27.8","0","88","0","0","7.5","263"
"01/16/2019 02:00","27.7","0","87","0","0","10.7","255"
"01/16/2019 03:00","27.7","0","88","0","0","10.4","266"
"01/16/2019 04:00","27.8","0","88","0","0","7.8","276"
"01/16/2019 05:00","28.1","0","90","0","0","10.5","279"
"01/16/2019 06:00","28.5","0","91","0","0","11.4","277"
"01/16/2019 07:00","29.1","0","89","0","0","13.7","276"
"01/16/2019 08:00","29.7","0","86","0","0","13.5","268"
"01/16/2019 09:00","30.1","0","86","0","1","10.7","280"
"01/16/2019 10:00","30.7","0","86","0","4","11.4","258"
"01/16/2019 11:00","31.1","0","87","0","9","11.8","254"
"01/16/2019 12:00","31.6","0","84","0","9","14.9","271"
"01/16/2019 13:00","31.7","0","80","0","10","14.4","297"
"01/16/2019 14:00","31.3","0","80","0","7","13.3","280"
"01/16/2019 15:00","31.3","0","79","0","5","12","284"
"01/16/2019 16:00","31.5","0","79","0","2","10.9","294"
"01/16/2019 17:00","31.3","0","80","0","1","7.8","270"
"01/16/2019 18:00","31.4","0","80","0","0","9.9","307"
"01/16/2019 19:00","31.3","0","81","0","0","8.7","270"
"01/16/2019 20:00","31.3","0","83","0","0","7.7","288"
"01/16/2019 21:00","30.5","0","82","0","0","6.9","299"
"01/16/2019 22:00","29.7","0","81","0","0","6.6","323"
"01/16/2019 23:00","28.2","0","77","0","0","5.9","296"
"01/17/2019 00:00","25.5","0","78","0","0","4.8","31"
"01/17/2019 01:00","22.1","0","79","0","0","4.2","22"
"01/17/2019 02:00","21","0","82","0","0","1.9","202"
"01/17/2019 03:00","19.4","0","85","0","0","1.4","194"
"01/17/2019 04:00","16.7","0","87","0","0","0","157"
"01/17/2019 05:00","16.5","0","90","0","0","0.9","157"
"01/17/2019 06:00","18.1","0","92","0","0","0","225"
"01/17/2019 07:00","18","0","93","0","0","0","225"
"01/17/2019 08:00","17.9","0","92","0","1","0","225"
"01/17/2019 09:00","19.1","0","93","0","9","2.8","90"
"01/17/2019 10:00","22.3","0","87","0","18","3.1","67"
"01/17/2019 11:00","25.8","0","78","0","21","3.4","122"
"01/17/2019 12:00","26.9","0","73","0","16","2.6","89"
"01/17/2019 13:00","25.8","0","74","0","10","5.4","148"
"01/17/2019 14:00","25.5","0","74","0","14","6.2","166"
"01/17/2019 15:00","25.9","0","74","0","8","2.3","112"
"01/17/2019 16:00","25.6","0","74","0","4","3","130"
"01/17/2019 17:00","25.1","0","78","0","1","1.5","53"
"01/17/2019 18:00","23.6","0","90","0","0","2.5","22"
"01/17/2019 19:00","23.4","0","92","0","0","2.9","1"
"01/17/2019 20:00","24.2","0","92","0","0","3.7","154"
"01/17/2019 21:00","24.7","0","92","0","0","3.5","199"
"01/17/2019 22:00","25.1","0","92","0","0","5","189"
"01/17/2019 23:00","25.4","0","94","0","0","8.1","186"
"01/18/2019 00:00","25.8","0","95","0","0","5.6","182"
"01/18/2019 01:00","26.1","0","94","0","0","6.4","159"
"01/18/2019 02:00","26.3","0","96","0","0","5.5","183"
"01/18/2019 03:00","26.5","0","96","0","0","7.1","148"
"01/18/2019 04:00","26.5","0","95","0","0","3.3","5"
"01/18/2019 05:00","26.8","0","95","0","0","2.2","292"
"01/18/2019 06:00","27.2","0","96","0","0","5.8","228"
"01/18/2019 07:00","27.7","0","96","0","0","2.9","292"
"01/18/2019 08:00","27.6","0","96","0","0","3.6","279"
"01/18/2019 09:00","27.8","0","97","0","3","2.4","292"
"01/18/2019 10:00","28.3","0","98","0","6","3.2","270"
"01/18/2019 11:00","29.3","0","97","0","8","3.2","270"
"01/18/2019 12:00","30.6","0","97","0","12","4.6","270"
"01/18/2019 13:00","31.6","0.02","96","0","11","4.6","270"
"01/18/2019 14:00","32","0.01","98","0","6","2.1","228"
"01/18/2019 15:00","32.8","0.02","99","0","6","3.3","292"
"01/18/2019 16:00","33.7","0","100","0","3","4.4","225"
"01/18/2019 17:00","33.7","0","100","0","1","2.8","292"
"01/18/2019 18:00","33.5","0","98","0","0","4.3","292"
"01/18/2019 19:00","33","0","93","0","0","3.6","292"
"01/18/2019 20:00","31.9","0","93","0","0","1.5","225"
"01/18/2019 21:00","31.2","0","94","0","0","0.8","267"
"01/18/2019 22:00","31.2","0","95","0","0","2.4","225"
"01/18/2019 23:00","31.4","0","93","0","0","2.4","219"
"01/19/2019 00:00","30.8","0","94","0","0","2.6","202"
"01/19/2019 01:00","30.7","0","93","0","0","1.6","202"
"01/19/2019 02:00","29.8","0","96","0","0","0.7","112"
"01/19/2019 03:00","29.5","0","96","0","0","0.9","157"
"01/19/2019 04:00","28.6","0","97","0","0","2.2","180"
"01/19/2019 05:00","27.6","0","96","0","0","1.7","45"
"01/19/2019 06:00","29.1","0","97","0","0","0.6","137"
"01/19/2019 07:00","29.2","0","97","0","0","0.7","292"
"01/19/2019 08:00","29.2","0","97","0","0","0.2","63"
"01/19/2019 09:00","30.3","0","95","0","3","3.1","67"
"01/19/2019 10:00","31.5","0","88","0","6","5","160"
"01/19/2019 11:00","31.4","0","86","0","6","3.3","112"
"01/19/2019 12:00","31.5","0","87","0","6","4.6","174"
"01/19/2019 13:00","31","0","93","0","5","7","94"
"01/19/2019 14:00","30.6","0","95","0","5","5.7","197"
"01/19/2019 15:00","30.5","0","97","3","7","4.2","94"
"01/19/2019 16:00","30.6","0","99","11","5","4.5","158"
"01/19/2019 17:00","30.3","0","99","0","2","4.4","45"
