"date","Air Temp ˚F","Precipitation (inches)","Relative Humidity (%)","Leaf Wetness (minutes)","Solar Radiation (langleys)","Wind Speed (mph)","Wind Direction (degrees)"
"01/04/2021 02:00","30.9","0","98","51","0","0.6","135"
"01/04/2021 03:00","26.6","0","98","0","0","0","135"
"01/04/2021 04:00","28.7","0","100","0","0","0","135"
"01/04/2021 05:00","29.7","0","100","0","0","1","135"
"01/04/2021 06:00","29.8","0","100","0","0","0","135"
"01/04/2021 07:00","30","0","100","0","0","1.1","135"
"01/04/2021 08:00","26.7","0","100","0","0","0.4","135"
"01/04/2021 09:00","30.1","0","100","0","3","0","135"
"01/04/2021 10:00","32","0","100","37","6","0","135"
"01/04/2021 11:00","32.8","0.01","100","60","7","0","135"
"01/04/2021 12:00","34.4","0","100","60","9","0.4","135"
"01/04/2021 13:00","34.7","0.03","97","60","11","1.9","225"
"01/04/2021 14:00","35.3","0.04","94","33","10","2.7","247"
"01/04/2021 15:00","36.9","0.03","94","0","8","0","270"
"01/04/2021 16:00","34.1","0.02","95","0","4","3.8","225"
"01/04/2021 17:00","33.5","0","97","0","1","0","202"
"01/04/2021 18:00","32.9","0.01","98","0","0","2.1","157"
"01/04/2021 19:00","32.6","0","99","0","0","1.7","225"
"01/04/2021 20:00","32.5","0","99","0","0","1.6","135"
"01/04/2021 21:00","31.8","0","100","0","0","0","270"
"01/04/2021 22:00","32","0","100","0","0","1.7","180"
"01/04/2021 23:00","32","0","100","0","0","3.2","135"
"01/05/2021 00:00","31.4","0","99","0","0","0","247"
"01/05/2021 01:00","31.1","0","100","0","0","0","270"
"01/05/2021 02:00","30.8","0","100","0","0","0","270"
"01/05/2021 03:00","30.8","0","100","0","0","0","270"
"01/05/2021 04:00","30.6","0","100","0","0","0","270"
"01/05/2021 05:00","30.3","0","100","0","0","0","270"
"01/05/2021 06:00","29.8","0","100","0","0","0","270"
"01/05/2021 07:00","30.6","0","100","0","0","0","270"
"01/05/2021 08:00","30.4","0","100","0","0","0","270"
"01/05/2021 09:00","30.2","0","100","0","1","0","270"
"01/05/2021 10:00","30.8","0","100","0","3","1.3","270"
"01/05/2021 11:00","31.4","0","100","0","4","0","45"
"01/05/2021 12:00","31.8","0","100","0","7","0","45"
"01/05/2021 13:00","32.7","0.01","99","0","8","0","45"
"01/05/2021 14:00","32.2","0.01","97","0","9","1.5","270"
"01/05/2021 15:00","32.8","0.01","95","0","7","2.7","247"
"01/05/2021 16:00","32.4","0","95","0","4","2.4","270"
"01/05/2021 17:00","32.5","0","95","0","1","0.2","225"
"01/05/2021 18:00","32.9","0","93","0","0","3.6","225"
"01/05/2021 19:00","32.8","0","92","0","0","3.9","225"
"01/05/2021 20:00","32.7","0","92","0","0","4.9","270"
"01/05/2021 21:00","32","0","97","0","0","3.7","249"
"01/05/2021 22:00","32.1","0","96","0","0","2.8","261"
"01/05/2021 23:00","32","0","97","0","0","3.8","247"
"01/06/2021 00:00","32.1","0","96","0","0","3.9","270"
"01/06/2021 01:00","32","0","95","0","0","3.3","272"
"01/06/2021 02:00","32.1","0","93","0","0","3.9","274"
"01/06/2021 03:00","31.8","0","92","0","0","2.4","270"
"01/06/2021 04:00","32.2","0","90","0","0","4.5","349"
"01/06/2021 05:00","32.2","0","88","0","0","4.7","315"
"01/06/2021 06:00","32.4","0","88","0","0","7.6","315"
"01/06/2021 07:00","32.4","0","84","0","0","7.5","357"
"01/06/2021 08:00","32","0","82","0","0","8.8","344"
"01/06/2021 09:00","32","0","80","0","1","8.6","333"
"01/06/2021 10:00","32","0","80","0","4","7.8","332"
"01/06/2021 11:00","32","0","79","0","5","10.1","360"
"01/06/2021 12:00","31.7","0","80","0","6","9.4","313"
"01/06/2021 13:00","32.1","0","79","0","10","7.9","357"
"01/06/2021 14:00","32.5","0","77","0","9","9","315"
"01/06/2021 15:00","33","0","78","0","5","6.4","331"
"01/06/2021 16:00","33.4","0","78","0","3","7.4","311"
"01/06/2021 17:00","33.2","0","79","0","1","8.6","308"
"01/06/2021 18:00","33.1","0","79","0","0","8.6","296"
"01/06/2021 19:00","32.3","0","81","0","0","10.1","320"
"01/06/2021 20:00","31","0","83","0","0","8.9","355"
"01/06/2021 21:00","30.3","0","83","0","0","8.6","329"
"01/06/2021 22:00","30.2","0","84","0","0","6.5","336"
"01/06/2021 23:00","30.5","0","85","0","0","7.3","311"
"01/07/2021 00:00","30.8","0","84","0","0","5.8","337"
"01/07/2021 01:00","30.8","0","83","0","0","7.4","337"
"01/07/2021 02:00","30.3","0","83","0","0","8","349"
"01/07/2021 03:00","30.2","0","83","0","0","9.2","310"
"01/07/2021 04:00","30.1","0","84","0","0","6.8","340"
"01/07/2021 05:00","30","0","83","0","0","8.4","347"
"01/07/2021 06:00","29.8","0","82","0","0","9.5","322"
"01/07/2021 07:00","29.3","0","82","0","0","8.6","360"
"01/07/2021 08:00","29.3","0","82","0","0","5.9","360"
"01/07/2021 09:00","29.8","0","81","0","4","7.5","323"
"01/07/2021 10:00","31","0","80","0","13","5.8","354"
"01/07/2021 11:00","30.8","0","78","0","18","7.1","320"
"01/07/2021 12:00","32.7","0","74","0","29","4.9","325"
"01/07/2021 13:00","34.4","0","72","0","42","7.4","2"
"01/07/2021 14:00","34.4","0","71","0","36","7","316"
"01/07/2021 15:00","36.3","0","66","0","28","6.3","337"
"01/07/2021 16:00","35.5","0","66","0","17","5.8","315"
"01/07/2021 17:00","32.4","0","71","0","4","3.5","315"
"01/07/2021 18:00","28.8","0","81","0","0","2.3","135"
"01/07/2021 19:00","27.6","0","83","0","0","0.4","135"
"01/07/2021 20:00","26.1","0","89","0","0","2","135"
"01/07/2021 21:00","25","0","90","0","0","0","90"
"01/07/2021 22:00","24.2","0","92","0","0","1.2","225"
"01/07/2021 23:00","24.8","0","91","0","0","2.3","135"
"01/08/2021 00:00","20.1","0","94","0","0","0.3","135"
"01/08/2021 01:00","22.6","0","94","0","0","0.8","135"
"01/08/2021 02:00","20.3","0","94","0","0","0","90"
"01/08/2021 03:00","22.9","0","94","0","0","4.3","50"
"01/08/2021 04:00","22.4","0","92","0","0","5.5","45"
"01/08/2021 05:00","23.1","0","91","0","0","6.5","39"
"01/08/2021 06:00","22.8","0","90","0","0","6.9","45"
"01/08/2021 07:00","22.8","0","90","0","0","6.9","43"
"01/08/2021 08:00","22.6","0","90","0","0","4.3","27"
"01/08/2021 09:00","23.2","0","90","0","3","5","360"
"01/08/2021 10:00","23.9","0","89","0","11","3.9","45"
"01/08/2021 11:00","24.6","0","88","0","18","6.6","45"
"01/08/2021 12:00","25.4","0","86","0","17","8.1","45"
"01/08/2021 13:00","26.7","0","83","0","20","7.5","46"
"01/08/2021 14:00","28","0","80","0","18","6","67"
"01/08/2021 15:00","29.2","0","78","0","16","5.6","51"
"01/08/2021 16:00","29.2","0","79","0","9","2.8","45"
"01/08/2021 17:00","28.1","0","81","0","2","2.3","206"
"01/08/2021 18:00","26.4","0","82","0","0","0.9","180"
"01/08/2021 19:00","25.8","0","86","0","0","1.7","180"
"01/08/2021 20:00","25.4","0","83","0","0","1.3","90"
"01/08/2021 21:00","24.6","0","85","0","0","0.1","45"
"01/08/2021 22:00","23.5","0","87","0","0","0.3","202"
"01/08/2021 23:00","22.4","0","90","0","0","2.1","157"
"01/09/2021 00:00","20.8","0","92","0","0","0.7","180"
"01/09/2021 01:00","20","0","92","0","0","0.9","157"
"01/09/2021 02:00","20.5","0","92","0","0","1.8","135"
"01/09/2021 03:00","19.8","0","92","0","0","0.1","135"
"01/09/2021 04:00","16.7","0","92","0","0","1.1","292"
"01/09/2021 05:00","17","0","89","0","0","0.6","225"
"01/09/2021 06:00","16.8","0","87","0","0","1.8","225"
"01/09/2021 07:00","16.8","0","86","0","0","2.4","199"
"01/09/2021 08:00","17.9","0","85","0","0","2.3","180"
"01/09/2021 09:00","19.7","0","81","0","5","3.6","202"
"01/09/2021 10:00","25.4","0","68","0","23","6.6","315"
"01/09/2021 11:00","28.4","0","60","0","33","7.5","315"
"01/09/2021 12:00","31.9","0","59","0","39","7.7","327"
"01/09/2021 13:00","35","0","58","0","42","8.9","319"
"01/09/2021 14:00","36.6","0","56","0","41","9","327"
"01/09/2021 15:00","36.1","0","58","0","24","10.8","322"
"01/09/2021 16:00","35.7","0","59","0","12","10.7","312"
"01/09/2021 17:00","34.7","0","62","0","5","8.1","308"
"01/09/2021 18:00","33.6","0","65","0","0","5.6","294"
"01/09/2021 19:00","31.9","0","69","0","0","4.9","275"
"01/09/2021 20:00","30.2","0","73","0","0","4","224"
"01/09/2021 21:00","30.9","0","74","0","0","4.4","225"
"01/09/2021 22:00","32.1","0","71","0","0","5.2","280"
"01/09/2021 23:00","31","0","71","0","0","3.3","270"
"01/10/2021 00:00","30.2","0","74","0","0","3.8","237"
"01/10/2021 01:00","27.6","0","78","0","0","1.2","270"
"01/10/2021 02:00","28.5","0","79","0","0","3.3","225"
"01/10/2021 03:00","28.2","0","78","0","0","2.5","217"
"01/10/2021 04:00","27.5","0","80","0","0","3.6","180"
"01/10/2021 05:00","26.4","0","82","0","0","2.8","135"
"01/10/2021 06:00","26.4","0","82","0","0","4.2","157"
"01/10/2021 07:00","24.5","0","83","0","0","1.7","306"
"01/10/2021 08:00","24.7","0","84","0","0","5.3","292"
"01/10/2021 09:00","25.9","0","87","0","6","1.9","201"
"01/10/2021 10:00","29.3","0","82","0","23","8","271"
"01/10/2021 11:00","31.3","0","78","0","34","4.1","269"
"01/10/2021 12:00","34.3","0","71","0","39","6.7","298"
"01/10/2021 13:00","35.8","0","68","0","40","5.1","322"
"01/10/2021 14:00","37.3","0","64","0","36","6.7","283"
"01/10/2021 15:00","38.8","0","61","0","28","6.1","292"
"01/10/2021 16:00","38.8","0","60","0","17","4.4","315"
"01/10/2021 17:00","33.9","0","68","0","5","3","179"
"01/10/2021 18:00","30.4","0","76","0","0","3.2","171"
"01/10/2021 19:00","29.3","0","77","0","0","1.8","169"
"01/10/2021 20:00","26.8","0","80","0","0","0.6","135"
"01/10/2021 21:00","25.2","0","86","0","0","0","45"
"01/10/2021 22:00","23.8","0","91","0","0","0","45"
"01/10/2021 23:00","22.1","0","92","0","0","0","45"
"01/11/2021 00:00","22.1","0","94","0","0","0","45"
"01/11/2021 01:00","19.7","0","95","0","0","0","45"
"01/11/2021 02:00","19.2","0","96","0","0","0","45"
"01/11/2021 03:00","19.8","0","97","0","0","0.1","45"
"01/11/2021 04:00","18.7","0","97","0","0","0","45"
"01/11/2021 05:00","20.3","0","97","0","0","0.3","45"
"01/11/2021 06:00","20.6","0","97","0","0","0.4","45"
"01/11/2021 07:00","21","0","97","0","0","0.1","315"
"01/11/2021 08:00","21.6","0","97","0","0","0","315"
"01/11/2021 09:00","23.8","0","97","0","3","0","315"
"01/11/2021 10:00","25.8","0","96","0","7","1.3","315"
"01/11/2021 11:00","28.9","0","93","0","17","1.4","337"
"01/11/2021 12:00","33.5","0","77","0","23","4.2","225"
"01/11/2021 13:00","36.4","0","65","0","36","5","293"
"01/11/2021 14:00","37.8","0","59","0","31","5.9","217"
"01/11/2021 15:00","39.5","0","56","0","28","5.5","215"
"01/11/2021 16:00","39.6","0","56","0","17","4.5","203"
"01/11/2021 17:00","36.1","0","62","0","5","4.5","222"
"01/11/2021 18:00","35.3","0","66","0","0","4.4","212"
"01/11/2021 19:00","33.7","0","69","0","0","3.7","219"
"01/11/2021 20:00","32.4","0","71","0","0","3.2","180"
"01/11/2021 21:00","31.2","0","75","0","0","3.1","225"
"01/11/2021 22:00","33.1","0","72","0","0","3.6","225"
"01/11/2021 23:00","33","0","72","0","0","6.6","231"
"01/12/2021 00:00","32.3","0","71","0","0","7.6","227"
"01/12/2021 01:00","30.5","0","74","0","0","3.2","225"
"01/12/2021 02:00","29.2","0","78","0","0","4.4","225"
"01/12/2021 03:00","27.9","0","80","0","0","4","225"
"01/12/2021 04:00","26.5","0","84","0","0","2.9","180"
"01/12/2021 05:00","27.5","0","83","0","0","4.7","202"
"01/12/2021 06:00","27.8","0","83","0","0","3.7","253"
"01/12/2021 07:00","27.8","0","81","0","0","3.7","270"
"01/12/2021 08:00","27.7","0","82","0","0","4.1","237"
"01/12/2021 09:00","28.6","0","80","0","5","6.4","267"
"01/12/2021 10:00","28.3","0","79","0","5","6.4","292"
"01/12/2021 11:00","29.3","0","76","0","13","7.5","299"
"01/12/2021 12:00","30.8","0","73","0","21","7","270"
"01/12/2021 13:00","31.9","0","71","0","23","6.1","270"
"01/12/2021 14:00","34.4","0","65","0","30","8.5","276"
"01/12/2021 15:00","34.8","0","63","0","25","4.9","275"
"01/12/2021 16:00","35.5","0","58","0","16","8","292"
"01/12/2021 17:00","34.2","0","62","0","6","5.8","285"
"01/12/2021 18:00","33.5","0","64","0","0","4.5","232"
"01/12/2021 19:00","33.5","0","65","0","0","5.2","249"
"01/12/2021 20:00","33.3","0","67","0","0","5","225"
"01/12/2021 21:00","33.7","0","67","0","0","4.4","231"
"01/12/2021 22:00","33.9","0","68","0","0","3.9","231"
"01/12/2021 23:00","33.4","0","69","0","0","5.8","238"
"01/13/2021 00:00","31.9","0","72","0","0","6.9","270"
"01/13/2021 01:00","30.1","0","75","0","0","11.3","265"
"01/13/2021 02:00","29.2","0","80","0","0","6.8","262"
"01/13/2021 03:00","28.7","0","83","0","0","5.8","270"
"01/13/2021 04:00","27.9","0","84","0","0","8.3","270"
"01/13/2021 05:00","27.3","0","85","0","0","3.9","270"
"01/13/2021 06:00","27.1","0","87","0","0","2.8","247"
"01/13/2021 07:00","27.4","0","88","0","0","3.2","225"
"01/13/2021 08:00","27.6","0","89","0","0","3.3","270"
"01/13/2021 09:00","29.2","0","84","0","2","3","270"
"01/13/2021 10:00","29.8","0","84","0","4","4.4","215"
"01/13/2021 11:00","31.6","0","80","0","8","4.7","225"
"01/13/2021 12:00","35.4","0","74","0","16","5","184"
"01/13/2021 13:00","38.5","0","69","0","27","10.4","222"
"01/13/2021 14:00","39","0","68","0","19","8.2","226"
"01/13/2021 15:00","39.1","0","67","0","9","5.7","261"
"01/13/2021 16:00","39.2","0","66","0","5","6","225"
"01/13/2021 17:00","38.7","0","67","0","2","6.8","179"
"01/13/2021 18:00","38.3","0","67","0","0","6.1","154"
"01/13/2021 19:00","38.9","0","65","0","0","4.7","219"
"01/13/2021 20:00","39.5","0","64","0","0","5.1","187"
"01/13/2021 21:00","35.7","0","73","0","0","2.2","135"
"01/13/2021 22:00","38","0","66","0","0","2.4","270"
"01/13/2021 23:00","35.6","0","71","0","0","0","225"
"01/14/2021 00:00","35.2","0","76","0","0","0.4","225"
"01/14/2021 01:00","37","0","73","0","0","2.9","247"
"01/14/2021 02:00","39.7","0","65","0","0","5","225"
"01/14/2021 03:00","38.9","0","67","0","0","2","180"
"01/14/2021 04:00","36.8","0","73","0","0","2.8","135"
"01/14/2021 05:00","38.3","0","69","0","0","3.3","220"
"01/14/2021 06:00","38.4","0","67","0","0","3.7","225"
"01/14/2021 07:00","38.8","0","66","0","0","4","225"
"01/14/2021 08:00","38.6","0","67","0","0","3.8","225"
"01/14/2021 09:00","39.4","0","66","0","4","4.5","225"
"01/14/2021 10:00","40.2","0","65","0","11","6.2","270"
"01/14/2021 11:00","40.6","0","65","0","16","6.2","270"
"01/14/2021 12:00","42.3","0","62","0","33","5.8","225"
"01/14/2021 13:00","44.2","0","61","0","38","7.4","265"
"01/14/2021 14:00","44.1","0","61","0","27","4.5","274"
"01/14/2021 15:00","46.2","0","59","0","21","3.5","270"
"01/14/2021 16:00","45.2","0","58","0","14","3.2","270"
"01/14/2021 17:00","40.8","0","66","0","3","4.2","184"
"01/14/2021 18:00","38.4","0","71","0","0","3.8","141"
"01/14/2021 19:00","35","0","80","0","0","1.1","135"
"01/14/2021 20:00","33.1","0","87","0","0","1.7","112"
"01/14/2021 21:00","31.1","0","89","0","0","1.6","157"
"01/14/2021 22:00","31.9","0","88","0","0","2.2","135"
"01/14/2021 23:00","31.9","0","88","0","0","0.4","225"
"01/15/2021 00:00","31.3","0","89","0","0","1.6","225"
"01/15/2021 01:00","30.1","0","92","0","0","1.7","135"
"01/15/2021 02:00","30.6","0","94","0","0","1.1","247"
"01/15/2021 03:00","35.6","0","91","0","0","3.8","101"
"01/15/2021 04:00","37.2","0","82","0","0","3.6","75"
"01/15/2021 05:00","36.7","0","80","0","0","3.8","89"
"01/15/2021 06:00","35.5","0","83","0","0","3","154"
"01/15/2021 07:00","35.6","0","85","0","0","4.8","85"
"01/15/2021 08:00","35.6","0","85","0","0","3.9","47"
"01/15/2021 09:00","35.6","0","85","0","3","4.1","141"
"01/15/2021 10:00","36.8","0","83","0","10","6","137"
"01/15/2021 11:00","37.7","0","80","0","13","8.6","109"
"01/15/2021 12:00","39.3","0","75","0","21","7.5","110"
"01/15/2021 13:00","39.7","0","72","0","22","9.4","116"
"01/15/2021 14:00","39.7","0","73","0","17","7.6","88"
"01/15/2021 15:00","39.2","0","78","0","9","8.1","165"
"01/15/2021 16:00","39.7","0","80","0","4","6.6","108"
"01/15/2021 17:00","39.8","0","83","4","1","8.4","94"
"01/15/2021 18:00","39.2","0.08","88","60","0","2.5","67"
"01/15/2021 19:00","39","0.11","92","60","0","2.7","204"
"01/15/2021 20:00","39.2","0.03","93","60","0","3.6","191"
"01/15/2021 21:00","36.5","0.05","95","60","0","6.8","269"
"01/15/2021 22:00","33.3","0.05","97","60","0","0","270"
"01/15/2021 23:00","32","0","98","60","0","1.7","225"
"01/16/2021 00:00","31.9","0","98","60","0","0","247"
"01/16/2021 01:00","32","0","99","60","0","1.8","90"
"01/16/2021 02:00","31","0","99","56","0","0","112"
"01/16/2021 03:00","29.2","0","99","0","0","0","112"
"01/16/2021 04:00","28.7","0","99","0","0","0.7","112"
"01/16/2021 05:00","28","0","98","0","0","2.1","112"
"01/16/2021 06:00","25.5","0","98","0","0","0.5","112"
"01/16/2021 07:00","24.2","0","99","0","0","0.1","112"
"01/16/2021 08:00","23.5","0","99","0","0","0","112"
"01/16/2021 09:00","24.1","0","99","0","6","0.1","112"
"01/16/2021 10:00","29.3","0","96","31","20","0.7","112"
"01/16/2021 11:00","31.3","0","94","60","33","5.7","244"
"01/16/2021 12:00","32.6","0.02","90","60","28","6.4","290"
"01/16/2021 13:00","33.3","0.04","86","60","20","7.4","313"
"01/16/2021 14:00","35","0.04","83","60","25","7.8","279"
"01/16/2021 15:00","35.1","0","80","60","14","7.6","270"
"01/16/2021 16:00","34.1","0.01","81","60","6","6.2","274"
"01/16/2021 17:00","33.3","0","83","12","3","5.6","270"
"01/16/2021 18:00","31.2","0","93","0","0","4.2","225"
"01/16/2021 19:00","31.1","0","96","0","0","6.3","273"
"01/16/2021 20:00","30.6","0","96","0","0","6.1","262"
"01/16/2021 21:00","30.6","0","93","0","0","7.3","261"
"01/16/2021 22:00","31.1","0","88","0","0","8.6","253"
"01/16/2021 23:00","30.2","0","91","0","0","6.8","263"
"01/17/2021 00:00","30","0","92","0","0","8.6","245"
"01/17/2021 01:00","30.4","0","86","0","0","8.4","255"
"01/17/2021 02:00","30.9","0","77","0","0","14.4","291"
"01/17/2021 03:00","30","0","80","0","0","7.5","273"
"01/17/2021 04:00","30.3","0","84","0","0","5.3","255"
"01/17/2021 05:00","31","0","81","0","0","7.5","270"
"01/17/2021 06:00","31.1","0","83","0","0","6.7","260"
"01/17/2021 07:00","31.1","0","84","0","0","5.9","263"
"01/17/2021 08:00","31.8","0","84","0","0","6.8","270"
"01/17/2021 09:00","32","0","84","0","1","8","268"
"01/17/2021 10:00","32.4","0","88","0","4","7.5","260"
"01/17/2021 11:00","33.6","0","86","0","6","8.4","267"
"01/17/2021 12:00","33.7","0","85","0","5","6.2","267"
"01/17/2021 13:00","34.7","0","81","0","7","7.3","270"
"01/17/2021 14:00","34.6","0","83","0","8","8.2","271"
"01/17/2021 15:00","35.5","0","80","0","10","7.6","244"
"01/17/2021 16:00","35.2","0","80","0","7","6.1","225"
"01/17/2021 17:00","34.1","0","84","0","1","4.6","264"
"01/17/2021 18:00","33.7","0","87","0","0","3.3","225"
"01/17/2021 19:00","33.9","0","84","0","0","5.5","225"
"01/17/2021 20:00","32.3","0","89","0","0","3.3","225"
"01/17/2021 21:00","33.2","0","89","0","0","5.1","255"
"01/17/2021 22:00","33.1","0","87","0","0","4.3","215"
"01/17/2021 23:00","33.3","0","85","0","0","5.9","223"
"01/18/2021 00:00","32.2","0","84","0","0","3.7","225"
"01/18/2021 01:00","32.5","0","86","0","0","5","226"
"01/18/2021 02:00","32.1","0","88","0","0","5.8","246"
"01/18/2021 03:00","32.5","0","87","0","0","5.3","225"
"01/18/2021 04:00","32.1","0","87","0","0","5.8","238"
"01/18/2021 05:00","32.3","0","85","0","0","7.1","247"
"01/18/2021 06:00","32.5","0","83","0","0","6.7","236"
"01/18/2021 07:00","32.4","0","83","0","0","7","247"
"01/18/2021 08:00","32","0","84","0","0","4.6","257"
"01/18/2021 09:00","31.2","0","89","0","4","7","233"
"01/18/2021 10:00","31.1","0","91","0","7","6.4","270"
"01/18/2021 11:00","32.6","0","81","0","19","11.6","270"
"01/18/2021 12:00","33.4","0","80","0","20","10.2","270"
"01/18/2021 13:00","32","0","78","0","18","11.7","271"
"01/18/2021 14:00","31.6","0","75","0","11","11.9","270"
"01/18/2021 15:00","31.5","0","75","0","11","11.8","277"
"01/18/2021 16:00","31.1","0","75","0","4","9.9","276"
"01/18/2021 17:00","30.8","0","77","0","2","9.7","267"
"01/18/2021 18:00","30.7","0","79","0","0","6.7","262"
"01/18/2021 19:00","30.8","0","80","0","0","7.8","270"
"01/18/2021 20:00","30.9","0","81","0","0","8.1","250"
"01/18/2021 21:00","30.7","0","84","0","0","5.6","255"
"01/18/2021 22:00","30.1","0","88","0","0","6.6","236"
"01/18/2021 23:00","30.1","0","87","0","0","7.4","225"
"01/19/2021 00:00","30.2","0","84","0","0","11","253"
"01/19/2021 01:00","29.5","0","79","0","0","6.7","276"
"01/19/2021 02:00","29.3","0","80","0","0","9.5","272"
"01/19/2021 03:00","29.2","0","81","0","0","6.6","252"
"01/19/2021 04:00","29.5","0","83","0","0","7.5","270"
"01/19/2021 05:00","29.8","0","81","0","0","6.7","259"
"01/19/2021 06:00","30.1","0","80","0","0","6.8","240"
"01/19/2021 07:00","30.2","0","76","0","0","7.1","263"
"01/19/2021 08:00","29.6","0","80","0","0","6.4","265"
"01/19/2021 09:00","28.9","0","87","0","2","7.2","229"
"01/19/2021 10:00","29.5","0","90","0","9","5.3","261"
"01/19/2021 11:00","32.3","0","74","0","18","12.5","251"
"01/19/2021 12:00","33.6","0","69","0","24","9.6","248"
"01/19/2021 13:00","34.1","0","65","0","26","12.5","237"
"01/19/2021 14:00","35.4","0","60","0","33","14.9","263"
"01/19/2021 15:00","36.1","0","57","0","31","11","281"
"01/19/2021 16:00","35.8","0","57","0","18","8.6","262"
"01/19/2021 17:00","34.5","0","59","0","7","6","260"
"01/19/2021 18:00","32.5","0","62","0","0","4.7","254"
"01/19/2021 19:00","32.1","0","64","0","0","5.2","225"
